Timestamp,Channel,Voltage_mV
2025-01-31 09:49:59,1,0
2025-01-31 09:51:39,2,25.9425903069714
2025-01-31 09:53:19,3,50.1087884547993
2025-01-31 09:54:59,4,70.843838908352
2025-01-31 09:56:39,1,0.251327147700373
2025-01-31 09:58:19,2,26.1852308370936
2025-01-31 09:59:59,3,50.326127806881
2025-01-31 10:01:39,4,71.0209949940459
2025-01-31 10:03:19,1,0.502652707881886
2025-01-31 10:04:59,2,26.4277059670663
2025-01-31 10:06:39,3,50.5431492717877
2025-01-31 10:08:19,4,71.1977024725361
2025-01-31 10:09:59,1,0.753975093035709
2025-01-31 10:11:39,2,26.6700141652848
2025-01-31 10:13:19,3,50.7598514786939
2025-01-31 10:14:59,4,71.3739602276421
2025-01-31 10:16:39,1,1.00529271567307
2025-01-31 10:18:19,2,26.912153901199
2025-01-31 10:19:59,3,50.9762330587905
2025-01-31 10:21:39,4,71.5497671460242
2025-01-31 10:23:19,1,1.25660398833526
2025-01-31 10:24:59,2,27.1541236453226
2025-01-31 10:26:39,3,51.1922926452939
2025-01-31 10:28:19,4,71.7251221171902
2025-01-31 10:29:59,1,1.50790732360371
2025-01-31 10:31:39,2,27.3959218692432
2025-01-31 10:33:19,3,51.4080288734544
2025-01-31 10:34:59,4,71.9000240335029
2025-01-31 10:36:39,1,1.75920113410997
2025-01-31 10:38:19,2,27.6375470456319
2025-01-31 10:39:59,3,51.6234403805648
2025-01-31 10:41:39,4,72.0744717901868
2025-01-31 10:43:19,1,2.01048383254576
2025-01-31 10:44:59,2,27.8789976482526
2025-01-31 10:46:39,3,51.8385258059687
2025-01-31 10:48:19,4,72.248464285335
2025-01-31 10:49:59,1,2.26175383167298
2025-01-31 10:51:39,2,28.1202721519721
2025-01-31 10:53:19,3,52.0532837910698
2025-01-31 10:54:59,4,72.4220004199163
2025-01-31 10:56:39,1,2.51300954433375
2025-01-31 10:58:19,2,28.3613690327697
2025-01-31 10:59:59,3,52.26771297934
2025-01-31 11:01:39,4,72.5950790977821
2025-01-31 11:03:19,1,2.76424938346044
2025-01-31 11:04:59,2,28.6022867677462
2025-01-31 11:06:39,3,52.481812016328
2025-01-31 11:08:19,4,72.7676992256736
2025-01-31 11:09:59,1,3.01547176208567
2025-01-31 11:11:39,2,28.8430238351344
2025-01-31 11:13:19,3,52.6955795496678
2025-01-31 11:14:59,4,72.9398597132281
2025-01-31 11:16:39,1,3.26667509335238
2025-01-31 11:18:19,2,29.0835787143081
2025-01-31 11:19:59,3,52.9090142290875
2025-01-31 11:21:39,4,73.1115594729864
2025-01-31 11:23:19,1,3.51785779052378
2025-01-31 11:24:59,2,29.3239498857919
2025-01-31 11:26:39,3,53.1221147064178
2025-01-31 11:28:19,4,73.2827974203996
2025-01-31 11:29:59,1,3.76901826699345
2025-01-31 11:31:39,2,29.564135831271
2025-01-31 11:33:19,3,53.3348796356001
2025-01-31 11:34:59,4,73.4535724738356
2025-01-31 11:36:39,1,4.02015493629532
2025-01-31 11:38:19,2,29.8041350336003
2025-01-31 11:39:59,3,53.5473076726956
2025-01-31 11:41:39,4,73.6238835545865
2025-01-31 11:43:19,1,4.27126621211369
2025-01-31 11:44:59,2,30.0439459768144
2025-01-31 11:46:39,3,53.7593974758933
2025-01-31 11:48:19,4,73.7937295868749
2025-01-31 11:49:59,1,4.52235050829326
2025-01-31 11:51:39,2,30.283567146137
2025-01-31 11:53:19,3,53.9711477055188
2025-01-31 11:54:59,4,73.963109497861
2025-01-31 11:56:39,1,4.77340623884916
2025-01-31 11:58:19,2,30.5229970279908
2025-01-31 11:59:59,3,54.1825570240425
2025-01-31 12:01:39,4,74.1320222176491
2025-01-31 12:03:19,1,5.02443181797696
2025-01-31 12:04:59,2,30.7622341100062
2025-01-31 12:06:39,3,54.3936240960882
2025-01-31 12:08:19,4,74.3004666792947
2025-01-31 12:09:59,1,5.27542566006265
2025-01-31 12:11:39,2,31.0012768810321
2025-01-31 12:13:19,3,54.6043475884417
2025-01-31 12:14:59,4,74.4684418188111
2025-01-31 12:16:39,1,5.52638617969272
2025-01-31 12:18:19,2,31.2401238311441
2025-01-31 12:19:59,3,54.8147261700587
2025-01-31 12:21:39,4,74.635946575176
2025-01-31 12:23:19,1,5.77731179166413
2025-01-31 12:24:59,2,31.4787734516554
2025-01-31 12:26:39,3,55.024758512074
2025-01-31 12:28:19,4,74.8029798903382
2025-01-31 12:29:59,1,6.02820091099435
2025-01-31 12:31:39,2,31.717224235125
2025-01-31 12:33:19,3,55.234443287809
2025-01-31 12:34:59,4,74.9695407092247
2025-01-31 12:36:39,1,6.27905195293134
2025-01-31 12:38:19,2,31.9554746753684
2025-01-31 12:39:59,3,55.4437791727806
2025-01-31 12:41:39,4,75.1356279797468
2025-01-31 12:43:19,1,6.52986333296357
2025-01-31 12:44:59,2,32.1935232674661
2025-01-31 12:46:39,3,55.6527648447098
2025-01-31 12:48:19,4,75.3012406528069
2025-01-31 12:49:59,1,6.78063346683007
2025-01-31 12:51:39,2,32.431368507774
2025-01-31 12:53:19,3,55.8613989835295
2025-01-31 12:54:59,4,75.4663776823054
2025-01-31 12:56:39,1,7.03136077053038
2025-01-31 12:58:19,2,32.6690088939322
2025-01-31 12:59:59,3,56.0696802713929
2025-01-31 13:01:39,4,75.6310380251472
2025-01-31 13:03:19,1,7.28204366033457
2025-01-31 13:04:59,2,32.9064429248749
2025-01-31 13:06:39,3,56.2776073926823
2025-01-31 13:08:19,4,75.7952206412479
2025-01-31 13:09:59,1,7.53268055279327
2025-01-31 13:11:39,2,33.1436691008397
2025-01-31 13:13:19,3,56.485179034017
2025-01-31 13:14:59,4,75.958924493541
2025-01-31 13:16:39,1,7.78326986474765
2025-01-31 13:18:19,2,33.3806859233771
2025-01-31 13:19:59,3,56.6923938842617
2025-01-31 13:21:39,4,76.122148547984
2025-01-31 13:23:19,1,8.03381001333942
2025-01-31 13:24:59,2,33.6174918953601
2025-01-31 13:26:39,3,56.8992506345348
2025-01-31 13:28:19,4,76.2848917735649
2025-01-31 13:29:59,1,8.28429941602084
2025-01-31 13:31:39,2,33.8540855209935
2025-01-31 13:33:19,3,57.1057479782166
2025-01-31 13:34:59,4,76.4471531423092
2025-01-31 13:36:39,1,8.53473649056469
2025-01-31 13:38:19,2,34.0904653058233
2025-01-31 13:39:59,3,57.3118846109576
2025-01-31 13:41:39,4,76.6089316292858
2025-01-31 13:43:19,1,8.78511965507432
2025-01-31 13:44:59,2,34.3266297567463
2025-01-31 13:46:39,3,57.5176592306869
2025-01-31 13:48:19,4,76.7702262126139
2025-01-31 13:49:59,1,9.03544732799356
2025-01-31 13:51:39,2,34.5625773820196
2025-01-31 13:53:19,3,57.7230705376202
2025-01-31 13:54:59,4,76.9310358734693
2025-01-31 13:56:39,1,9.28571792811678
2025-01-31 13:58:19,2,34.7983066912696
2025-01-31 13:59:59,3,57.9281172342679
2025-01-31 14:01:39,4,77.0913595960907
2025-01-31 14:03:19,1,9.53592987459886
2025-01-31 14:04:59,2,35.033816195502
2025-01-31 14:06:39,3,58.1327980254437
2025-01-31 14:08:19,4,77.2511963677864
2025-01-31 14:09:59,1,9.78608158696515
2025-01-31 14:11:39,2,35.2691044071107
2025-01-31 14:13:19,3,58.3371116182724
2025-01-31 14:14:59,4,77.4105451789405
2025-01-31 14:16:39,1,10.0361714851215
2025-01-31 14:18:19,2,35.5041698398875
2025-01-31 14:19:59,3,58.5410567221985
2025-01-31 14:21:39,4,77.5694050230192
2025-01-31 14:23:19,1,10.2861979893641
2025-01-31 14:24:59,2,35.7390110090313
2025-01-31 14:26:39,3,58.7446320489937
2025-01-31 14:28:19,4,77.7277748965774
2025-01-31 14:29:59,1,10.5361595203898
2025-01-31 14:31:39,2,35.9736264311578
2025-01-31 14:33:19,3,58.9478363127656
2025-01-31 14:34:59,4,77.885653799265
2025-01-31 14:36:39,1,10.7860544993057
2025-01-31 14:38:19,2,36.2080146243083
2025-01-31 14:39:59,3,59.1506682299658
2025-01-31 14:41:39,4,78.043040733833
2025-01-31 14:43:19,1,11.0358813476392
2025-01-31 14:44:59,2,36.4421741079598
2025-01-31 14:46:39,3,59.3531265193975
2025-01-31 14:48:19,4,78.1999347061399
2025-01-31 14:49:59,1,11.2856384873482
2025-01-31 14:51:39,2,36.6761034030335
2025-01-31 14:53:19,3,59.5552099022241
2025-01-31 14:54:59,4,78.3563347251582
2025-01-31 14:56:39,1,11.5353243408308
2025-01-31 14:58:19,2,36.909801031905
2025-01-31 14:59:59,3,59.7569171019773
2025-01-31 15:01:39,4,78.5122398029804
2025-01-31 15:03:19,1,11.7849373309356
2025-01-31 15:04:59,2,37.143265518413
2025-01-31 15:06:39,3,59.9582468445646
2025-01-31 15:08:19,4,78.6676489548252
2025-01-31 15:09:59,1,12.0344758809711
2025-01-31 15:11:39,2,37.3764953878689
2025-01-31 15:13:19,3,60.1591978582781
2025-01-31 15:14:59,4,78.822561199044
2025-01-31 15:16:39,1,12.2839384147164
2025-01-31 15:18:19,2,37.6094891670661
2025-01-31 15:19:59,3,60.3597688738018
2025-01-31 15:21:39,4,78.9769755571268
2025-01-31 15:23:19,1,12.5333233564304
2025-01-31 15:24:59,2,37.8422453842893
2025-01-31 15:26:39,3,60.5599586242203
2025-01-31 15:28:19,4,79.1308910537087
2025-01-31 15:29:59,1,12.7826291308624
2025-01-31 15:31:39,2,38.0747625693237
2025-01-31 15:33:19,3,60.7597658450263
2025-01-31 15:34:59,4,79.2843067165757
2025-01-31 15:36:39,1,13.0318541632614
2025-01-31 15:38:19,2,38.3070392534644
2025-01-31 15:39:59,3,60.9591892741288
2025-01-31 15:41:39,4,79.4372215766711
2025-01-31 15:43:19,1,13.2809968793869
2025-01-31 15:44:59,2,38.5390739695256
2025-01-31 15:46:39,3,61.158227651861
2025-01-31 15:48:19,4,79.5896346681016
2025-01-31 15:49:59,1,13.530055705518
2025-01-31 15:51:39,2,38.77086525185
2025-01-31 15:53:19,3,61.3568797209884
2025-01-31 15:54:59,4,79.7415450281432
2025-01-31 15:56:39,1,13.7790290684638
2025-01-31 15:58:19,2,39.0024116363178
2025-01-31 15:59:59,3,61.5551442267165
